BONTOK WORD,PART OF SPEECH,DEFINITION,PRONUNCIATION,ROOT,AFFIX ,MORPHOLOGICAL PHENOMENA,EXAMPLE SENTENCE,SENTENCE TRANSLATION,VARIATIONS,PLURAL FORM,NOTES,
eparpas,Verb,To see something through; to work something out; to finish something,/e.par.pas/,papas,e-,Prefixation,Eparpas tako nan chunuay rinugian tako ad-ogkha.,Let us finish the work we started yesterday.,N/A,N/A,Future Tense,eparpas
epas,Verb,"To lower; to put down, as a load one is carryingl to dropl to fall",/e.pas/,epas,N/A,N/A,Epasem nan sana sasakfatem.,Put down that shoulder load of yours.,N/A,N/A,Present Tense,epas
epasnek,Verb,"To confirm, finalize or approve something",/e.pas.nek/,pasnek,e-,Prefixation,Epasnek mo nan inbilin.,Approve the instruction.,N/A,N/A,Future Tense,epasnek
epay,Noun,A thick woven belt or girdle that holds the tapis in place.,/eh.pay/,epay,N/A,N/A,Sangban nan epay si ina ta taklay nan tapis.,The mother fastened the epay to secure the tapis around her waist.,N/A,N/A,"Common Noun
Concrete Noun
Countable Noun",epay
eppey,Verb,Put into,/e.pey/,eppey,N/A,N/A,Eppey nan makan isnan fanga.,Put the food into the pot.,N/A,N/A,Present Tense,eppey
erwa,Noun,A short solo chant that formally opens the performance of the ayyeng.,/er.wa/,erwa,N/A,N/A,Nan ub-ubbing ay immali ta inerwa isnan ayyeng.,The child opened the performance with a chant.,N/A,N/A,"Common Noun
Concrete Noun
Countable Noun",erwa
es-esang,Adjective,Only One,/es.esang/,esang,N/A,Reduplication,Es-esang eht anggay nan nagayad.,There was only one left.,N/A,N/A,Numerical,es-esang
esa,Numerical,One; to be one,/e.sa/,esa,N/A,N/A,Esa ay kaban nan linakwak ay bagas.,I bought one kilogram of rice.,N/A,N/A,,esa
esang,Noun,One.,/e.sang/,esang,N/A,N/A,Esang ya angkhay nan inárak.,I only got one.,N/A,N/A,"Present Tense, First Person POV",esang
eskwuela,Noun,School; an institution for educating children.,/es.kwe.la/,eskwuela,N/A,N/A,Nan anakna umay-aywan si ina ay naanus ket inmali isnan eskwuela ta adalenda nan kurso ay mangipaay isnan masakbayan ay fiag ay kawis.,"His child, cared for by his kind mother, went to school to study a course that would provide a better life in the future.",N/A,N/A,"Common Noun
Concrete Noun
Countable Noun",eskwuela
estenyo,Verb,Do your best; Do well,/es.ten.yo/,esten + yo,N/A,Derivation,Estenyo ay man eskuela.,Do your best in your study.,N/A,N/A,Present Tense,estenyo
ey,Verb,Motion towards; intention,/ey/,ey,N/A,N/A,Ey in-emes si Takcheg.,Takdeg has gone to take a bath.,N/A,N/A,Auxilliary Verb,ey
eyangnen,Verb,To do now; to proceed with an action,/e.yang.nen/,angnen,ey-,Prefixation,Eyangnen tayo nan gawa.,Let's do the work now.,N/A,N/A,Present Tense,eyangnen
fa-a,Verb,To order for an errand.,/fa.a/,fa-a,N/A,N/A,Fa-alem nan anuchim ay umey umalas coke.,Order your younger brother to buy coke.,ba-a,N/A,Present Tense,fa-a
faag,Noun,"A gift of food to inform a woman's family of intent to marry; literally ""to tell.""",/fa.ag/,baag,N/A,N/A,Wadai ifaagko ken chakayu,I have something to say to you,N/A,N/A,"Common Noun
Concrete Noun
Countable Noun",faag
faangan ,Noun,Sugar cane.,/fa.a.ngan/,faangan ,N/A,N/A,Mangala ka sin faangan para si tapey.,Get some sugarcane to make wine.,N/A,N/A,"Common Noun
Concrete Noun
Countable Noun",faangan
fab-a,Noun,Tooth,/fáb.a/,fab-a,N/A,N/A,Naterpákan nan fab-a.,The tooth is partly broken off.,bab-a,N/A,"Common Noun
Concrete Noun
Countable Noun",fab-a
fab-alo,Noun,A single male,/fab.alo/,fab-alo,N/A,N/A,Inmey nan fab-alo ad wanga.,The group of men went to the river.,bab-alo,N/A,"Common Noun
Concrete Noun
Countable Noun",fab-alo
fachang,Verb,To help,/fa.tsang/,fachang,N/A,N/A,Ilam ta waday ifachang mo.,Make sure that you will help.,badang,N/A,Present Tense,fachang
fachangan,Verb,To help someone (Nom); to aid someone (Nom); to assist someone (Nom).,/fa.tsa.ngan/,fachang,-an,Suffixation,Fachangam si inam sinan owas.,Help your mother wash dishes.,N/A,N/A,Present Tense,fachangan
fachu,Noun,Shirt; clothing,/fa.chu/,fachu,N/A,N/A,Khawis nan fachu mo.,Your shirt is nice.,badu,N/A,"Common Noun
Concrete Noun
Countable Noun",fachu
fafa-i,Noun,Woman; female; girl.,/fa.fa.i/,fafai,N/A,N/A,Nan ub-ubbing ay fafa-i ket nadng-a ay menlingus.,The little girl shyly looked around.,babai,N/A,"Common Noun
Concrete Noun
Countable Noun",fafa-i
Fafai,Noun,Women,/fa.fa.i/,fafai,N/A,N/A,Nan fafai ya umali.,The woman (or girl) is coming.,babai,N/A,"Common Noun
Concrete Noun
Countable Noun",fafai
fafallasang ,Noun,Young women.,/fa.fal.la.sang/,fallasang,N/A,N/A,Umali nan fafallasang ad ili mi.,The young women came to our village.,baballasang,N/A,"Common Noun
Concrete Noun
Countable Noun",fafallasang
fafallo,Noun,Young men,/fa.fal.lo/,falo,N/A,Reduplication,Inmey nan fafallo ad wanga.,The young men went to the river.,baballo,N/A,"Common Noun
Concrete Noun
Countable Noun",fafallo
fafalo,Adjective,Many new things; all new,/fa.fa.lo/,falo,N/A,Reduplication,Fafalo nan gamit na.,All of her bags are brand new.,baballo,N/A,"Descriptive Adjective
Positive Degree",fafalo
fafawi,Verb,To be sorry; disconsolate.,/fa.fa.wi/,fawi,fa-,Reduplication,Agfafawi ak et khina-eb ko.,I am sorry for what I did.,babawi,N/A,Present Tense,fafawi
faka,Noun,Cow.,/fa.ka/,faka,N/A,N/A,Nakatakcheg et faka en talon. ,The cow is standing in the field.,baka,N/A,"Common Noun
Concrete Noun
Countable Noun",faka
fakasen,Verb,To break the direction of the ayyeng chant to begin a new one.,/fa.ka.sen/,bakas,-en,Suffixation,"Nan fanga ya na-fakas,",The jar is broken.,bakasen,N/A,Present Tense,fakasen
faken,Verb,Not; negative of nouns; requires a nominal or prepositional phrase predicate compliment,/fa.ken/,faken,N/A,N/A,Faken ad Fontok nan inteter-ana.,Bontoc is not the place where he lives.,baken,N/A,Auxiliary Verb,faken
faknang,Adjective,Rich; wealthy,/fak.nang/,baknang,N/A,N/A,Nafaknan man chatuna.,They are rich.,faknang,N/A,"Descriptive Adjective
Positive Degree",faknang
fal-lugay,Noun,A song sung during ablution rites of headhunting victory celebrations.,/fal.lu.gay/,fal-lugay,N/A,N/A,Nan fafayi ay in-awit nan fal-lugay isnan rag-o.,The women sang the song during the victory cleansing rites.,N/A,N/A,"Common Noun
Concrete Noun
Countable Noun",fal-lugay
fal-lukay ,Noun,A song sung during ablution rites of headhunting victory celebrations.,/fal.lu.kay/,fal-lukay ,N/A,N/A,Nan fafayi ay in-awit nan fal-lukay isnan rag-o.,The women sang the song during the victory cleansing rites.,N/A,N/A,"Common Noun
Concrete Noun
Countable Noun",fal-lukay
falinen,Verb,To invert something (Nom); to reverse something (Nom); to turn something (Nom) over.,/fa.li.nen/,balin,-en,Suffixation,Engka falinen nan sinap-ey.,Go and turn over the bundles of rice that are spread out to dry.,N/A,N/A,Present Tense,falinen
falitok,Noun,Gold,/fa.li.tok/,falitok,N/A,N/A,Nailam nandey falitok sidi?,Did you see the gold there?,balitok,N/A,"Common Noun
Concrete Noun
Countable Noun",falitok
falliwes,Noun,"The main Bontok dance celebrating victory in battle; literally ""going around.""",,falliwes,N/A,N/A,Nan umili ya inmangfalliwes isnan cañao.,The people performed the main victory dance at the feast.,N/A,N/A,"Common Noun
Concrete Noun
Countable Noun",falliwes
faloko,Noun,"A household basket for vegetables, camote, and rice.",/fa.lo.ko/,faloko,N/A,N/A,Ad faloko nan waday kamoti.,The sweet potatoes are in the household basket.,N/A,N/A,"Common Noun
Concrete Noun
Countable Noun",faloko
faluknit,Noun,A victory dance initiated by a returning warrior recounting his headhunting feats.,/fa.luk.nit/,faluknit,N/A,N/A,Inmangfaluknit si ay-aywan isnan ato.,The warrior performed a victory dance at the gathering.,N/A,N/A,"Common Noun
Concrete Noun
Countable Noun",faluknit
fan-fan-ig,Adjective,"Small; thin, of a person",/fan.fan.ig/,fan-ig,N/A,Reduplication,Fan-fan-ig nan inala na ay falat.,The banana that he got was small.,banbanig,N/A,"Descriptive Adjective
Positive Degree",fan-fan-ig
fanga ,Noun,A pot; a jar,/fa.nga/,fanga,N/A,N/A,Afus-ko inala nan fanga.,I have already brought the jar.,fanga,N/A,"Common Noun
Concrete Noun
Countable Noun",fanga
fangak,Noun,My pot; mine (pot/jar),/fa.ngak/,banga,-k,Suffixation,Kalaklakok si fangak.,I just bought my pot.,bangak,N/A,"Common Noun
Concrete Noun
Countable Noun                          Singular Noun",fangak
fangfanglon,Adjective,Smells Like,/fang.fang.lon/,fangfanglo,-n,Suffixation,Nasongsong mo nan fangfanglon Maria?,Did you smell the perfume of Maria?,bangbanglon,N/A,"Descriptive Adjective
Positive Degree",fangfanglon
fangonen,Verb,To wake someone (Nom) up; to help someone (Nom) sit up.,/fa.ngo.nen/,fangon,-en,Suffixation,Nalikhat ka ay fangonen.,You are difficult to wake up.,bangon,N/A,Present Tense,fangonen
fangunen,Verb,To awaken someone,/fa.ngu.nen/,fangon,-en,Suffixation,Umey mo fangunen nan anuchim.,Wake up your younger sibling.,bangonen,N/A,Present Tense,fangunen
fanilag ,Noun,A rattan tray.,/fa.ni.lag/,fanilag ,N/A,N/A,Iyayag nan fanilag sinan ritwal.,Bring out the rattan tray for the ceremony.,N/A,N/A,Singular,fanilag
fansar ,Noun, A makeshift platform where boys sing during the chono.,/fan.sar/,fansar ,N/A,N/A,Nan ubbing inmali ay manganta isnan fansar.,The boys came to sing on the raised platform.,N/A,N/A,Singular,fansar
fasaen,Verb,To read,/fa.sa.en/,basa,-en,Suffixation,Ilam ta fasaen na nan inigwak.,Make sure that he reads what I gave him.,basaen,N/A,Present Tense,fasaen
fatang,Noun,Your part; your sharel what belongs to you,/fa.tang/,fatang,N/A,N/A,Fatang mo nan drinks.,You will pay for the drinks.,N/A,N/A,Present Tense,fatang
fatek,Noun,A generic term for all tattoos.,/fa.tek/,fatek,N/A,N/A,Ad-adu nan fatek na.,He has many tattoos.,N/A,N/A,Singular,fatek
fato,Noun,Stone; Rock,/fa.tó/,bato,N/A,N/A,Ig fato nan fowagmi.,Our garden is very stony.,N/A,N/A,"Common Noun
Concrete Noun
Countable Noun                          Singular Noun",fato
fayash,Noun,A wine made from the cooked juice of sugarcane.,/fa.yash/,fayash,N/A,N/A,Achi da fowilen san fayash.,"They didn't want to drink the ""fayash"".",N/A,N/A,"Common Noun
Concrete Noun
Countable Noun",fayash
fayfay,Noun,Sea,/fay.fay/,baybay,N/A,N/A,Egayko inil-ila nan faifai.,I haven't seen the sea.,baybay,N/A,"Common Noun
Concrete Noun
Uncountable Noun",fayfay
fayu,Noun,"The open, relatively large house of a rich family.",/fa.yu/,fayu,N/A,N/A,Ad fayu nan nin-amongan da.,They gathered at the large house of the wealthy family.,N/A,N/A,Singular,fayu
fe-ey,Noun,A loft for storage in the afong.,/fe.ey/,fe-ey,N/A,N/A,Waday kanen ad fe-ey.,There is food stored in the loft.,N/A,N/A,Singular,fe-ey
fedcheng,Noun,Territorial and political boundaries,/fed.tseng/,fedcheng,N/A,N/A,Ad-adu nan didinnum si fedcheng.,There are many disputes over boundaries.,N/A,N/A,"Common Noun
Concrete Noun
Countable Noun",fedcheng
fegnas,Noun,A thanksgiving feast held when rice crops are about to ripen.,/feg.nas/,fegnas,N/A,N/A,Mangfefegnas kami inton maalsem nan pagey.,We will hold a thanksgiving feast when the rice is about to ripen.,N/A,N/A,Singular,fegnas
feneng,Noun,"A bolo; a long, single-edged machete used as both a tool and a weapon.",/fe.neng.,feneng,N/A,N/A,Usarin nan feneng ay in putlong.,Use the knife to cut something.,N/A,N/A,Singular,feneng
feray,Noun,Tiredness,/fe.ráy/,feray,N/A,N/A,Feray maokaokay.,The tiredness is drained.,N/A,N/A,"Common Noun
Abstract Noun
Uncountable Noun                          Singular Noun",feray
ferew,Noun,Rice fields.,/fe.rew/,ferew,N/A,N/A,Ad-adu nan ferew ad Bontok.,There are many rice fields in Bontoc.,N/A,N/A,Plural,ferew
feshat,Noun,"Sister (female sibling) / in a broader sense, female kin / woman of the same generation.",/fe.shat/,feshat,N/A,N/A,Nan feshat tako ay men-iwata si apu.,Our female kin are caring for grandfather.,N/A,N/A,"Common Noun
Concrete Noun
Countable Noun",feshat
feyar,Noun,The playing of flat gongs in religious rituals in Sadanga.,/fe.yar/,feyar,N/A,N/A,Nan ili ay inmey ta mangfeyar.,The village gathered to play the flat gongs for the ritual.,N/A,N/A,Singular,feyar
figfíkhen,Verb,To think something (Nom) through; to investigate something (Nom) thoroughly.,/fig.fi.khen/,bigbig,-en,Suffixation,Khawis chi as ipokhaw tay figfíkhena nan osto.,He is a good person because he thinks out the right thing to do.,N/A,N/A,Present Tense,figfíkhen
filangen,Verb,To count something,/fi.la.ngen/,filang,-en,Prefixation,"Mo filángem chatako ay omey ad Fontok, ifílangmo sak-en.","When you count us who will go to Bontoc, count me in",bilangen,N/A,Present Tense,filangen
filig,Noun,Mountain,/fi.lig/,filig,N/A,N/A,Chakchaki nan filig.,The mountain is big.,bilig,N/A,"Common Noun
Concrete Noun
Countable Noun",filig
filin,Noun,Command; order.,/fí.lin/,filin,N/A,N/A,Masápor koma ay patiyentako nan fílin Chiyos.,We should believe the law of God.,bilin,N/A,"Common Noun
Singular Noun",filin
filinen,Verb,To order someone (Nom) to do something.,/fi.lí.nen/,filin,-en,Suffixation,Finílinko sik-a en ikkam chi.,I told you to do that.,inbilin,N/A,Past Tense,filinen
filis,Noun,A kind of dried fish.,/fi.lis/,bilis,N/A,N/A,Sicha-am nan filis tay ig asin.,Eat rice with the dried fish because it is very salty.,N/A,N/A,"Common Noun
Concrete Noun
Countable Noun                          Singular Noun",filis
finosor,Noun,A wake for a death caused by an enemy (fosor).,/fi.no.sor/,fosor ,-in-,Infixation,Wad-ay finosor isnan ili gapu isnan natey.,There is a wake in the village for one killed by an enemy.,N/A,N/A,Singular,finosor
finub-ulod,Verb,Borrowed something,/finub.u.lub/,bolod,finu-,Prefixation,Finub-ulod nan lalaki nan libro isnan eskwuela.,The man borrowed a book from the school.,N/A,N/A,Past Tense,finub-ulod
fitug,Noun,Black beads.,/fi.tug/,fitug,N/A,N/A,I-appong nan fitug.,The black beads are worn in the hair.,N/A,N/A,Singular,fitug
fiyagmi,Noun,Our life; indicating first person plural. Can also refer to our existence or livelihood collectively,/fi.yag.mi/,"fiyag, mi",N/A,Derivation,Ngag atom nan fiyagmi.,Don't meddle in our life.,biyagmi,N/A,Abstract Noun,fiyagmi
fiyang,Verb,Care; concern; interest,/fi.yang/,fiyang,N/A,N/A,Ngag nan fiyang ko?,What do I care?,biyang,N/A,Abstract Noun,fiyang
folinget,Noun,"Darkness; the state of being dark, absence of light",/fo.li.nget/,folinget,N/A,N/A,Mo kanak ay entafon ak isnan follinget.,When I said I would hide in the dark.,bolinget,N/A,"Common Noun
Singular Noun",folinget
Fontok,Noun,Town of Bontoc,/fun.tuk/,Fontok,N/A,N/A,Omeyak ad Fontok.,I 'm going to Bontoc.,N/A,N/A,Proper Noun of Place,fontok
foran,Noun,Month,/fó.ran/,fóran,N/A,N/A,Choway fóran nan as foránenmis chi.,We will spend two months there.,bulan,N/A,"Common Noun
Abstract Noun
Countable Noun                          Singular Noun",foran
fosog,Noun,A feast for fertility rites.,/fo.sog/,fosog,N/A,N/A,Nan ili ay mangfosog ta agtutubo nan mula.,The village holds a fertility feast so that the crops will grow.,N/A,N/A,Singular,fosog
fosor ,Noun,An enemy.,/fo.sor/,fosor ,N/A,N/A,Inianapcha nan ma-matoiancha isnan fosor,They sought a way to kill the enemy.,N/A,N/A,Singular,fosor
fotog,Verb,To be speechless; to fail to respond; to refuse to answer,/fo.tog/,fotog,N/A,N/A,Wad-ay cha cha kanan ngem na fotog ak.,They are saying something but I'm speechless.,botog,N/A,Present Tense,fotog
fotog,Noun,Pig,/fo.tog/,fotog,N/A,N/A,Tulu ay fotog nan minangmang cha.,There are three pigs that they butchured.,botog,N/A,"Common Noun
Concrete Noun
Countable Noun",fotog
fowag,Noun,Garden field; sweet potato patch built away from the village.,/fo.wag/,bowag,N/A,N/A,Nan fowag ya wa-day isnan fasang nan afong.,The garden is beyond the house.,N/A,N/A,"Common Noun
Concrete Noun
Countable Noun                          Singular Noun",fowag
fukas,Noun,"Cherished stones, part of the appong.",/fu.kas/,fukas,N/A,N/A,Nafalor nan fukas na.,Her cherished stone is valuable.,N/A,N/A,Plural,fukas
fukas,Noun,"A kind of large, elongated, white bead",/fu.kas/,bokas,N/A,N/A,Nan fukas ay dakdakkel ngem nan kadkad si apongoy.,The fukas are larger than the small beads of the head circlet.,N/A,N/A,"Common Noun
Concrete Noun
Countable Noun",fukas
fukhod,Noun,Private property; land that an individual can claim by inheritance or as payment for the labor and permanent constructions he has done on the land.,/fuk.hod/,fukhod,N/A,N/A,Nan fukhod na nan lagfo na.,His private property is what he earned from his salary.,N/A,N/A,Singular,fukhod
fulo,Verb,To wash one's hands,/fu.lo/,bolo,N/A,N/A,Fumúlo da nan ima da sak’ey nan mangan.,They washed their hands before eating.,N/A,N/A,Present Tense,fulo
funyag,Noun," Another term for sa-eb, from the Ilocano word for baptism.",/fun.yag/,funyag,N/A,N/A,Pa-funyag-ak,I am to be (let myself be) baptized.,N/A,N/A,Singular,funyag
fursana,Noun,His/her/its pocket; the pocket belonging to someone or something.,/fur.sa.na/,fursa,-na,Suffixation,Infursana nan siping ko.,He hid my money.,bulsana,N/A,"Third Person POV, Common Singular Noun",fursana
fuwang,Noun,"Stomach, the internal organ.
",/fwang/,fuwang,N/A,N/A,Nasakit nan fuwang ko.,My stomach hurts.,buwang,N/A,"Present Tense, First Person POV, Common Singular Noun",fuwang
fuwash,Noun,Bamboo container used to store 'tapey' as 'seng-ew' during 'walit'.,/fu.wash/,fuwash,N/A,N/A,Inlagan da nan tapey ay fuwash.,They placed the tapey in the bamboo container.,N/A,N/A,Singular,fuwash
fuwekan,Noun,To be with; to accompany,/fu.we.kan/,fuweg,-an,Suffixation,Egay finuwekan Maria ken Xyrone sak-en ad wanga.,Maria and Xyrone didn't accompany me to the river.,N/A,N/A,"Common Noun
Concrete Noun
Countable Noun",fuwekan
fílang,Noun,The count for number of a set of objects,/fi.laŋ/,bilang,N/A,N/A,Kaat nan filang mo?,How many did you count?,bilang,N/A,"Common Noun
Abstract Noun
Countable Noun                          Singular Noun",fílang
gaad,Verb,To establish a fixed residence; to settle down; to have a permanent place to live,/ga.ad/,gaad,N/A,N/A,Ad ne kan nan mangigaadanyos nan abongyo?,Where are you going to establish your house?,N/A,N/A,Present Tense,gaad
gabel,Verb,To get wet in the rain,/ga.bel/,gabel,N/A,N/A,Igna igagabel ay indono,He keeps on working in the rain,N/A,N/A,Present Tense,gabel
gabo,Noun,founder,/ga.bo/,gabo,N/A,N/A,Siya nan gabo nan ili.,He is the founder of the village.,N/A,N/A,"Common Noun
Concrete Noun
Countable Noun",gabo
