word,meaning,translation,source,morphology,root,processes,type,meaning,partial chunk,form,normalized_form
Exámin /Eksámin/,to examine (usu. in an official capacity or as a doctor examines a patient etc.) (man-),examine,Dictionary E,"{""root"":""Exám /Eksám/"",""processes"":[{""type"":""infix"",""meaning"":""completed aspect marker"",""form"":""-in-"",""normalized_form"":""in"",""position"":4},{""type"":""infix"",""meaning"":""completed aspect marker"",""form"":""-in-"",""normalized_form"":""in"",""position"":11}]}",Exám /Eksám/,"{""type"":""infix"",""meaning"":""completed aspect marker"",""form"":""-in-"",""normalized_form"":""in"",""position"":4},{""type"":""infix"",""meaning"":""completed aspect marker"",""form"":""-in-"",""normalized_form"":""in"",""position"":11}",infix,completed aspect marker,-,-in-,examin /eksamin/
elék,to laugh (on -),laugh,Dictionary E,"{""root"":""elék"",""processes"":[]}",elék,-,-,-,-,-,elek
palék,cause to laugh,cause to laugh,Dictionary E,"{""root"":""lék"",""processes"":[{""type"":""prefix"",""meaning"":""causative/allowative"",""form"":""pa-"",""normalized_form"":""pa""}]}",lék,"{""type"":""prefix"",""meaning"":""causative/allowative"",""form"":""pa-"",""normalized_form"":""pa""}",prefix,causative/allowative,-,pa-,palek
maelék,laughing,laughing,Dictionary E,"{""root"":""elék"",""processes"":[{""type"":""nasal_prefix"",""meaning"":""actor focus (nasal-assimilating, non-completed)"",""form"":""maN-"",""normalized_form"":""ma"",""applied_allomorph"":""""}]}",elék,"{""type"":""nasal_prefix"",""meaning"":""actor focus (nasal-assimilating, non-completed)"",""form"":""maN-"",""normalized_form"":""ma"",""applied_allomorph"":""""}",nasal_prefix,"actor focus (nasal-assimilating, non-completed)",-,maN-,maelek
ElEcción,election,election,Dictionary E,"{""root"":""ElEcción"",""processes"":[]}",ElEcción,-,-,-,-,-,eleccion
eléng,nose,nose,Dictionary E,"{""root"":""eléng"",""processes"":[]}",eléng,-,-,-,-,-,eleng
elét,"rigor, firmness",firm,Dictionary E,"{""root"":""elét"",""processes"":[]}",elét,-,-,-,-,-,elet
malét,"strong, well founded",strong,"Dictionary E, Dictionary M","{""root"":""lét"",""processes"":[{""type"":""prefix"",""meaning"":""causative / stative"",""form"":""ma-"",""normalized_form"":""ma""}]}",lét,"{""type"":""prefix"",""meaning"":""causative / stative"",""form"":""ma-"",""normalized_form"":""ma""}",prefix,causative / stative,-,ma-,malet
elétneg,"continuing, remaining (in force etc.)",to continue,Dictionary E,"{""root"":""elétneg"",""processes"":[]}",elétneg,-,-,-,-,-,eletneg
eléw,dizziness,dizziness,Dictionary E,"{""root"":""eléw"",""processes"":[]}",eléw,-,-,-,-,-,elew
Embajadór,ambassador,ambassador,Dictionary E,"{""root"":""Embajadór"",""processes"":[]}",Embajadór,-,-,-,-,-,embajador
emék,small rice grain,small rice grain,Dictionary E,"{""root"":""emék"",""processes"":[]}",emék,-,-,-,-,-,emek
emél,dumb (unable to speak),dumb,Dictionary E,"{""root"":""emél"",""processes"":[]}",emél,-,-,-,-,-,emel
EmplEádo,employee,employee,Dictionary E,"{""root"":""EmplEádo"",""processes"":[]}",EmplEádo,-,-,-,-,-,empleado
EnÉro,January,january,Dictionary E,"{""root"":""EnÉro"",""processes"":[]}",EnÉro,-,-,-,-,-,enero
Entabládo,"stage (for entertainers, speakers, etc.)",stage,Dictionary E,"{""root"":""Entabládo"",""processes"":[]}",Entabládo,-,-,-,-,-,entablado
éntang,to be tortured,torture,Dictionary E,"{""root"":""éntang"",""processes"":[]}",éntang,-,-,-,-,-,entang
EntÉrna,"cloistered, interned",cloistered,Dictionary E,"{""root"":""EntÉrna"",""processes"":[]}",EntÉrna,-,-,-,-,-,enterna
EntÉro,"entire, whole",entire,Dictionary E,"{""root"":""EntÉro"",""processes"":[]}",EntÉro,-,-,-,-,-,entero
Éntra,"entrance, beginning of (event)",entrance,Dictionary E,"{""root"":""Éntra"",""processes"":[]}",Éntra,-,-,-,-,-,entra
manEntra,the beginning,beginning,Dictionary E,"{""root"":""Entra"",""processes"":[{""type"":""nasal_prefix"",""meaning"":""actor focus (nasal-assimilating, non-completed)"",""form"":""maN-"",""normalized_form"":""ma"",""applied_allomorph"":""n""}]}",Entra,"{""type"":""nasal_prefix"",""meaning"":""actor focus (nasal-assimilating, non-completed)"",""form"":""maN-"",""normalized_form"":""ma"",""applied_allomorph"":""n""}",nasal_prefix,"actor focus (nasal-assimilating, non-completed)",-,maN-,manentra
Európa,Europe,europe,Dictionary E,"{""root"":""Európa"",""processes"":[]}",Európa,-,-,-,-,-,europa
epá,rice husk,rice husk,Dictionary E,"{""root"":""epá"",""processes"":[]}",epá,-,-,-,-,-,epa
épas,to alight from a vehicle,alight,Dictionary E,"{""root"":""épas"",""processes"":[]}",épas,-,-,-,-,-,epas
epél,"blunt, dull; become blunt (on -)",blunt,Dictionary E,"{""root"":""epél"",""processes"":[]}",epél,-,-,-,-,-,epel
erás,hunger,hunger,Dictionary E,"{""root"":""erás"",""processes"":[]}",erás,-,-,-,-,-,eras
narasán,hungry,hungry,Dictionary E,"{""root"":""narasán"",""processes"":[]}",narasán,-,-,-,-,-,narasan
erél,"arrest, apprehend, catch (man -)",arrest,Dictionary E,"{""root"":""erél"",""processes"":[]}",erél,-,-,-,-,-,erel
erém,to eat supper (mañgdém = maN - + erém ),to eat,Dictionary E,"{""root"":""erém"",""processes"":[]}",erém,-,-,-,-,-,erem
panamandém,suppertime,suppertime,Dictionary E,"{""root"":""dém"",""processes"":[{""type"":""nasal_prefix"",""meaning"":""causative/instrumental nasal-assimilating"",""form"":""paN-"",""normalized_form"":""pa"",""applied_allomorph"":""n""},{""type"":""nasal_prefix"",""meaning"":""actor focus (nasal-assimilating, completed)"",""form"":""aN-"",""normalized_form"":""a"",""applied_allomorph"":""m""},{""type"":""nasal_prefix"",""meaning"":""actor focus (nasal-assimilating, completed)"",""form"":""aN-"",""normalized_form"":""a"",""applied_allomorph"":""n""}]}",dém,"{""type"":""nasal_prefix"",""meaning"":""causative/instrumental nasal-assimilating"",""form"":""paN-"",""normalized_form"":""pa"",""applied_allomorph"":""n""},{""type"":""nasal_prefix"",""meaning"":""actor focus (nasal-assimilating, completed)"",""form"":""aN-"",""normalized_form"":""a"",""applied_allomorph"":""m""},{""type"":""nasal_prefix"",""meaning"":""actor focus (nasal-assimilating, completed)"",""form"":""aN-"",""normalized_form"":""a"",""applied_allomorph"":""n""}",nasal_prefix,causative/instrumental nasal-assimilating,-,paN-,panamandem
ermén,"sorrow, loneliness, despair",sorrow,Dictionary E,"{""root"":""ermén"",""processes"":[]}",ermén,-,-,-,-,-,ermen
maermén,"sorrowful, sad, lonely",sorrowful,Dictionary E,"{""root"":""ermén"",""processes"":[{""type"":""nasal_prefix"",""meaning"":""actor focus (nasal-assimilating, non-completed)"",""form"":""maN-"",""normalized_form"":""ma"",""applied_allomorph"":""""}]}",ermén,"{""type"":""nasal_prefix"",""meaning"":""actor focus (nasal-assimilating, non-completed)"",""form"":""maN-"",""normalized_form"":""ma"",""applied_allomorph"":""""}",nasal_prefix,"actor focus (nasal-assimilating, non-completed)",-,maN-,maermen
kaermenán,"cause, occasion of sorrow",cause,Dictionary E,"{""root"":""kaermenán"",""processes"":[]}",kaermenán,-,-,-,-,-,kaermenan
ersísio,to take exercise (man -),take exercise,Dictionary E,"{""root"":""ersísio"",""processes"":[]}",ersísio,-,-,-,-,-,ersisio
ésaes,to whisper together (man -),whisper together,Dictionary E,"{""root"":""ésaes"",""processes"":[]}",ésaes,-,-,-,-,-,esaes
esél,to answer (on -); intercede (i -),answer,Dictionary E,"{""root"":""esél"",""processes"":[]}",esél,-,-,-,-,-,esel
manañgiesél,intercessor,intercessor,Dictionary E,"{""root"":""añgiesél"",""processes"":[{""type"":""nasal_prefix"",""meaning"":""actor focus (nasal-assimilating, non-completed)"",""form"":""maN-"",""normalized_form"":""ma"",""applied_allomorph"":""n""}]}",añgiesél,"{""type"":""nasal_prefix"",""meaning"":""actor focus (nasal-assimilating, non-completed)"",""form"":""maN-"",""normalized_form"":""ma"",""applied_allomorph"":""n""}",nasal_prefix,"actor focus (nasal-assimilating, non-completed)",-,maN-,manangiesel
esér,pointed instrument used in removing grains of corn from the corn cob,corn grain remover,Dictionary E,"{""root"":""esér"",""processes"":[]}",esér,-,-,-,-,-,eser
esiáb,topic,topic,Dictionary E,"{""root"":""esiáb"",""processes"":[]}",esiáb,-,-,-,-,-,esiab
Escandaló,scandal; to create a scandal (man -),scandal,Dictionary E,"{""root"":""Escandaló"",""processes"":[]}",Escandaló,-,-,-,-,-,escandalo
Eskóba,brush (for cleaning),brush,Dictionary E,"{""root"":""Eskóba"",""processes"":[]}",Eskóba,-,-,-,-,-,eskoba
EskuÉla,student; to go to school (man -),student,Dictionary E,"{""root"":""EskuÉla"",""processes"":[]}",EskuÉla,-,-,-,-,-,eskuela
EskuElaán,school,school,Dictionary E,"{""root"":""EskuElaán"",""processes"":[]}",EskuElaán,-,-,-,-,-,eskuelaan
EscribiÉntE,clerk,clerk,Dictionary E,"{""root"":""EscribiÉntE"",""processes"":[]}",EscribiÉntE,-,-,-,-,-,escribiente
Espáda,sword,sword,Dictionary E,"{""root"":""Espá"",""processes"":[{""type"":""suffix"",""meaning"":""3pl genitive enclitic"",""form"":""-da"",""normalized_form"":""da""}]}",Espá,"{""type"":""suffix"",""meaning"":""3pl genitive enclitic"",""form"":""-da"",""normalized_form"":""da""}",suffix,3pl genitive enclitic,-,-da,espada
nanEspáda,carrying a sword ExpEdiÉntE /EspEdiÉntE/records,carrying a sword,Dictionary E,"{""root"":""Espá"",""processes"":[{""type"":""prefix"",""meaning"":""actor focus (completed)"",""form"":""nan-"",""normalized_form"":""nan""},{""type"":""suffix"",""meaning"":""3pl genitive enclitic"",""form"":""-da"",""normalized_form"":""da""}]}",Espá,"{""type"":""prefix"",""meaning"":""actor focus (completed)"",""form"":""nan-"",""normalized_form"":""nan""},{""type"":""suffix"",""meaning"":""3pl genitive enclitic"",""form"":""-da"",""normalized_form"":""da""}",prefix,actor focus (completed),-,nan-,nanespada
EspEcialísta,specialist,specialist,Dictionary E,"{""root"":""EspEcialís"",""processes"":[{""type"":""suffix"",""meaning"":""1du inclusive genitive enclitic"",""form"":""-ta"",""normalized_form"":""ta""}]}",EspEcialís,"{""type"":""suffix"",""meaning"":""1du inclusive genitive enclitic"",""form"":""-ta"",""normalized_form"":""ta""}",suffix,1du inclusive genitive enclitic,-,-ta,especialista
ExpÉrto /EspÉrto/,expert (plural: ExpÉrtos ),expert,Dictionary E,"{""root"":""ExpÉrto /EspÉrto/"",""processes"":[]}",ExpÉrto /EspÉrto/,-,-,-,-,-,experto /esperto/
Espínaca,spinach,spinash,Dictionary E,"{""root"":""Espínaca"",""processes"":[]}",Espínaca,-,-,-,-,-,espinaca
Espíritu,spirit,spirit,Dictionary E,"{""root"":""Espíritu"",""processes"":[]}",Espíritu,-,-,-,-,-,espiritu
Estádo,"state (political entity; condition in life, etc.)",state,Dictionary E,"{""root"":""Estádo"",""processes"":[]}",Estádo,-,-,-,-,-,estado
Estádos Unídos,United States of America (EE.UU. U.S.A.),United States of America,Dictionary E,"{""root"":""Estádos Unídos"",""processes"":[]}",Estádos Unídos,-,-,-,-,-,estados unidos
Estación,station; stop for passengers etc. at depot (on-),station,Dictionary E,"{""root"":""Estación"",""processes"":[]}",Estación,-,-,-,-,-,estacion
Estátua,"statue, figurine",statue,Dictionary E,"{""root"":""Estátua"",""processes"":[]}",Estátua,-,-,-,-,-,estatua
et,"however, but",however,Dictionary E,"{""root"":""et"",""processes"":[]}",et,-,-,-,-,-,et
etá,"raw, uncooked or undercooked",raw,Dictionary E,"{""root"":""etá"",""processes"":[]}",etá,-,-,-,-,-,eta
maetá,"unripe, green (fruit), uncooked",unripe,Dictionary E,"{""root"":""etá"",""processes"":[{""type"":""nasal_prefix"",""meaning"":""actor focus (nasal-assimilating, non-completed)"",""form"":""maN-"",""normalized_form"":""ma"",""applied_allomorph"":""""}]}",etá,"{""type"":""nasal_prefix"",""meaning"":""actor focus (nasal-assimilating, non-completed)"",""form"":""maN-"",""normalized_form"":""ma"",""applied_allomorph"":""""}",nasal_prefix,"actor focus (nasal-assimilating, non-completed)",-,maN-,maeta
etél,constipation; difficulty or hardness in bowel movements,constipation,Dictionary E,"{""root"":""etél"",""processes"":[]}",etél,-,-,-,-,-,etel
ey,particle marking questions,-,Dictionary E,"{""root"":""ey"",""processes"":[]}",ey,-,-,-,-,-,ey
eyág,"to scream, shout (on -)",scream,Dictionary E,"{""root"":""eyág"",""processes"":[]}",eyág,-,-,-,-,-,eyag
eyéy,"call, demand; to demand (on -)",call,Dictionary E,"{""root"":""eyéy"",""processes"":[]}",eyéy,-,-,-,-,-,eyey
íba,companion; to accompany (-an ); to help (man -),accompany,Dictionary I,"{""root"":""íba"",""processes"":[]}",íba,-,-,-,-,-,iba
kaíba,"accompaniment; servant, helper, maid, houseboy; mate; chaperon",accompainment,Dictionary I,"{""root"":""kaíba"",""processes"":[]}",kaíba,-,-,-,-,-,kaiba
Ibále,Manila,Manila,Dictionary I,"{""root"":""bále"",""processes"":[{""type"":""prefix"",""meaning"":""theme/goal or benefactive focus (non-completed)"",""form"":""i-"",""normalized_form"":""i""}]}",bále,"{""type"":""prefix"",""meaning"":""theme/goal or benefactive focus (non-completed)"",""form"":""i-"",""normalized_form"":""i""}",prefix,theme/goal or benefactive focus (non-completed),-,i-,ibale
ibég,"to covet, desire, fall in love with (on -)",desire,Dictionary I,"{""root"":""bég"",""processes"":[{""type"":""prefix"",""meaning"":""theme/goal or benefactive focus (non-completed)"",""form"":""i-"",""normalized_form"":""i""}]}",bég,"{""type"":""prefix"",""meaning"":""theme/goal or benefactive focus (non-completed)"",""form"":""i-"",""normalized_form"":""i""}",prefix,theme/goal or benefactive focus (non-completed),-,i-,ibeg
makakaibég,"jealousy, possessiveness",jealousy,Dictionary I,"{""root"":""kaibég"",""processes"":[{""type"":""prefix"",""meaning"":""causative / stative"",""form"":""ma-"",""normalized_form"":""ma""},{""type"":""reduplication"",""meaning"":""partial reduplication (plural nouns)"",""form"":""CV-"",""normalized_form"":""CV"",""partial_chunk"":""ka""}]}",kaibég,"{""type"":""prefix"",""meaning"":""causative / stative"",""form"":""ma-"",""normalized_form"":""ma""},{""type"":""reduplication"",""meaning"":""partial reduplication (plural nouns)"",""form"":""CV-"",""normalized_form"":""CV"",""partial_chunk"":""ka""}",prefix,causative / stative,ka,ma-,makakaibeg
igadó,"dish consisting of liver sauted with onions, garlic, etc.",dish with liver,Dictionary I,"{""root"":""gadó"",""processes"":[{""type"":""prefix"",""meaning"":""theme/goal or benefactive focus (non-completed)"",""form"":""i-"",""normalized_form"":""i""}]}",gadó,"{""type"":""prefix"",""meaning"":""theme/goal or benefactive focus (non-completed)"",""form"":""i-"",""normalized_form"":""i""}",prefix,theme/goal or benefactive focus (non-completed),-,i-,igado
ígar,to grate (man -),grate,Dictionary I,"{""root"":""ígar"",""processes"":[]}",ígar,-,-,-,-,-,igar
igát,eel,eel,Dictionary I,"{""root"":""gát"",""processes"":[{""type"":""prefix"",""meaning"":""theme/goal or benefactive focus (non-completed)"",""form"":""i-"",""normalized_form"":""i""}]}",gát,"{""type"":""prefix"",""meaning"":""theme/goal or benefactive focus (non-completed)"",""form"":""i-"",""normalized_form"":""i""}",prefix,theme/goal or benefactive focus (non-completed),-,i-,igat
igólot,Igorot--minority groups living in the Benguet and Ifugao provinces in the mountains of Pangasinan,Igorot,Dictionary I,"{""root"":""gólot"",""processes"":[{""type"":""prefix"",""meaning"":""theme/goal or benefactive focus (non-completed)"",""form"":""i-"",""normalized_form"":""i""}]}",gólot,"{""type"":""prefix"",""meaning"":""theme/goal or benefactive focus (non-completed)"",""form"":""i-"",""normalized_form"":""i""}",prefix,theme/goal or benefactive focus (non-completed),-,i-,igolot
igót,"niggardly, thrifty",frugal,Dictionary I,"{""root"":""gót"",""processes"":[{""type"":""prefix"",""meaning"":""theme/goal or benefactive focus (non-completed)"",""form"":""i-"",""normalized_form"":""i""}]}",gót,"{""type"":""prefix"",""meaning"":""theme/goal or benefactive focus (non-completed)"",""form"":""i-"",""normalized_form"":""i""}",prefix,theme/goal or benefactive focus (non-completed),-,i-,igot
ígsa,time (general term; includes time of the clock),time,Dictionary I,"{""root"":""ígsa"",""processes"":[]}",ígsa,-,-,-,-,-,igsa
ígtad,"evasive move, sudden jump",dodge,Dictionary I,"{""root"":""ígtad"",""processes"":[]}",ígtad,-,-,-,-,-,igtad
ikál,to abort (man -),abort,Dictionary I,"{""root"":""kál"",""processes"":[{""type"":""prefix"",""meaning"":""theme/goal or benefactive focus (non-completed)"",""form"":""i-"",""normalized_form"":""i""}]}",kál,"{""type"":""prefix"",""meaning"":""theme/goal or benefactive focus (non-completed)"",""form"":""i-"",""normalized_form"":""i""}",prefix,theme/goal or benefactive focus (non-completed),-,i-,ikal
kaikalán,abortion,abortion,Dictionary I,"{""root"":""kaikalán"",""processes"":[]}",kaikalán,-,-,-,-,-,kaikalan
ikamén,"mat; to sit, sleep on a mat (man -)",mat,Dictionary I,"{""root"":""kamén"",""processes"":[{""type"":""prefix"",""meaning"":""theme/goal or benefactive focus (non-completed)"",""form"":""i-"",""normalized_form"":""i""}]}",kamén,"{""type"":""prefix"",""meaning"":""theme/goal or benefactive focus (non-completed)"",""form"":""i-"",""normalized_form"":""i""}",prefix,theme/goal or benefactive focus (non-completed),-,i-,ikamen
íkaw,earrings,earring,Dictionary I,"{""root"":""íkaw"",""processes"":[]}",íkaw,-,-,-,-,-,ikaw
ikbán,"to release, become free (on -)",release,Dictionary I,"{""root"":""kbán"",""processes"":[{""type"":""prefix"",""meaning"":""theme/goal or benefactive focus (non-completed)"",""form"":""i-"",""normalized_form"":""i""}]}",kbán,"{""type"":""prefix"",""meaning"":""theme/goal or benefactive focus (non-completed)"",""form"":""i-"",""normalized_form"":""i""}",prefix,theme/goal or benefactive focus (non-completed),-,i-,ikban
ikét,net,net,Dictionary I,"{""root"":""két"",""processes"":[{""type"":""prefix"",""meaning"":""theme/goal or benefactive focus (non-completed)"",""form"":""i-"",""normalized_form"":""i""}]}",két,"{""type"":""prefix"",""meaning"":""theme/goal or benefactive focus (non-completed)"",""form"":""i-"",""normalized_form"":""i""}",prefix,theme/goal or benefactive focus (non-completed),-,i-,iket
