word,syllables,meaning,tag,english,filipino
kayas,ka-yas,whittle,VERB,whittle,bihag
makayas,ma-ka-yas,whittled,ADJ/ADV,whittled,whittled
kaylangan,kay-lan-gan,need,VERB,need,kailangan
kailangan,ka-i-lan-gan,need,VERB,need,kailangan
kaymitu,kay-mi-tu,star apple,NOUN,star,bituin
kayu,ka-yu,you ingcase short,PRON,you,ikaw
kayumanggiq,ka-yu-mang-giq,brown the skincolor of filipinos,ADJ/ADV,bangkok,bangkok
komanggiq,ko-mang-giq,brown the skincolor of filipinos,ADJ/ADV,bangkok,bangkok
keke,ke-ke,put it here,VERB,put,ilagay
kendi,ken-di,candy,NOUN,candy,candy
keni,ke-ni,here,ADJ/ADV,here,dito
keraq,ke-raq,resting or lying down,ADJ/ADV/STAT,recumbent,recumbent
pagkeran,pag-ke-ran,bed or resting place,NOUN,lair,lair
keraklan,ke-rak-lan,usually,PROJ,usually,karaniwan
kesaq,ke-saq,than,PROJ,than,kaysa sa
kesu,ke-su,cheese,NOUN,cheese,keso
ket,ket,bite,VERB,bite,kumagat
kilala,ki-la-la,be acquainted,VERB/STAT,be,maging
makikilala,ma-ki-ki-la-la,recognize,VERB/STAT,recognize,kilalanin
pakikilala,pa-ki-ki-la-la,make known or introduce,VERB/STAT,announce,ipahayag
kildap,kil-dap,lightning,NOUN,lightning,kidlat
kile,ki-le,eyebrow or axillary hair,NOUN,brow,brow
mangile,man-gi-le,put on eyebrow or put on eyelash or put one make up,VERB,face,mukha
kilikan,ki-li-kan,carry on hips,VERB,carry,dalhin
kilik,ki-lik,pamangilik,NOUN,pamangilik,pamangilik
kilikili,ki-li-ki-li,armpit,NOUN,armpit,armpit
kiling,ki-ling,mane,NOUN,mane,mane
kilitiq,ki-li-tiq,tickle in armpit,VERB,tickle,kiliti
kilikitiq,ki-li-ki-tiq,tickle in armpit,VERB,tickle,kiliti
kilus,ki-lus,gesture or movement or campaign,NOUN,sweep,walisin
kimse,kim-se,celery,NOUN,celery,kintsay
kimuq,ki-muq,unaccustomed,ADJ/ADV/STAT,unaccustomed,hindi bihasa
kimut,ki-mut,puppet show or movie,NOUN,motion,paggalaw
kikimut,ki-ki-mut,move around,VERB,move,ilipat
kinabukas,ki-na-bu-kas,overnight,VERB/STAT,overnight,magdamag
kinis,ki-nis,nip or nibble or stung,VERB,bite,kumagat
mekinis,me-ki-nis,bitten or nipped or stung,ADJ/ADV,nip,nip
kinyud,kin-yud,a motion of lower trunk,VERB,bottom,ilalim
palkinyuran,pal-kin-yu-ran,buttocks or hips,NOUN,buttocks,puwit
kingking,king-king,tremble or vibrate,VERB,tremble,nanginginig
kirat,ki-rat,wink,VERB,wink,kumindat
kirat,ki-rat,slanted eyes,NOUN,slanted,slanted
kirut,ki-rut,surprise,VERB,surprise,sorpresa
mipakirut,mi-pa-ki-rut,be surprised,VERB,be,maging
kisami,ki-sa-mi,ceiling,NOUN,ceiling,kisame
pekakisami,pe-ka-ki-sa-mi,ceiling material,NOUN,ceiling,kisame
pakisami,pa-ki-sa-mi,have ceiling installed,VERB,have,mayroon
mikakisami,mi-ka-ki-sa-mi,having a ceiling,ADJ/ADV,loft,loft
kiskis,kis-kis,friction,NOUN,friction,alitan
kitig,ki-tig,a fine mesh fish net,NOUN,mosquito net,ang lambat ng lamok
mangitig,man-gi-tig,fish with net,VERB,fish,isda
kitung,ki-tung,male nickname Fransisco,NOUN,male,lalaki
kiyak,ki-yak,cry,VERB,cry,umiyak ka
kyak,k-yak,cry,VERB,cry,umiyak ka
pakyakan,pak-ya-kan,make someone cry,VERB,make,gumawa
klab,k-lab,club,NOUN,club,club
maklak,mak-lak,deaf,ADJ/ADV,deaf,bingi
maklakbuntuk,mak-lak-bun-tuk,ignorant or dull or unintelligent,ADJ/ADV,dunce,dunce
klasi,k-la-si,class or kind or type,NOUN,ilk,ilk
kaklasi,kak-la-si,classmate,NOUN,classmate,kaklase
kokkok,kok-kok,cackle or cluck,VERB,cackle,cackle
kodernu,ko-der-nu,notebook,NOUN,notebook,notebook
kodigo,ko-di-go,list to be memorized or sample ballot or cheat sheet,NOUN,vote,bumoto
kolera,ko-le-ra,cholera,NOUN,cholera,cholera
komander,ko-man-der,commander,NOUN,commander,kumander
magkomander,mag-ko-man-der,be a commander,VERB,be,maging
komanggiq,ko-mang-giq,brown,ADJ/ADV/NOUN,brown,kayumanggi
kometa,ko-me-ta,comet,NOUN,comet,comet
konsensya,kon-sens-ya,conscience,NOUN,conscience,budhi
kontador,kon-ta-dor,electricity meter,NOUN,electricity,elektrisidad
kontra,kont-ra,antidote or immunization or countermeasure,NOUN,cure,pagalingin
pakikontra,pa-ki-kont-ra,turn two screws in,VERB,trick,trick
makikontra,ma-ki-kont-ra,oppose another,VERB,oppose,sumalungat
makakontra,ma-ka-kont-ra,in opposition,ADJ/ADV/STAT,in,sa
konu,ko-nu,rice mill,NOUN,rice,bigas
mangonu,man-go-nu,miller,NOUN,miller,miller
mangonu,man-go-nu,mill,VERB,mill,mill
makapagkonu,ma-ka-pag-ko-nu,have milled,VERB,have,mayroon
kopas,ko-pas,one of the suits in the card game monte,NOUN,faro,faro
kopiya,ko-pi-ya,copy,VERB,copy,kopyahin
kopya,kop-ya,copy,VERB,copy,kopyahin
kopiyan,ko-pi-yan,copy something,VERB,copy,kopyahin
pamangopya,pa-man-gop-ya,copying process,NOUN,copying,pagkopya
pekakopya,pe-ka-kop-ya,a duplicate,NOUN,a,a
korona,ko-ro-na,flower arrangement for a death,NOUN,aestivation,aestivation
kotse,kot-se,car or automobile,NOUN,car,kotse
kotci,kot-ci,car or automobile,NOUN,car,kotse
magkotci,mag-kot-ci,ride in a car,VERB,spin,paikutin
koy,koy,address or intimate,NOUN,address,address
koya,ko-ya,elder brother,NOUN,elder,elder
kubo,ku-bo,shack small house in fields,NOUN,lodge,lodge
kubo,ku-bo,DC3 airplane,NOUN,dc3,dc3
kubyertus,kub-yer-tus,silverware or eating utensils,NOUN,silver,pilak
mangubyertus,man-gub-yer-tus,use utensils to eat,VERB,kitchenware,kagamitan sa kusina
kuku,ku-ku,toe nails or finger nails,NOUN,digit,digit
pekakuku,pe-ka-ku-ku,artificial fingernail,NOUN,artificial,artipisyal
manguku,man-gu-ku,cut own fingernails,VERB,cut,gupitin
kukuq,ku-kuq,cough,NOUN/VERB,cough,ubo
kudkuran,kud-ku-ran,a small handtool used for scraping the soft meat from young coconuts,NOUN,sardine,sardine
kudkuran,kud-ku-ran,scrape or scratch,VERB,scrape,scrape
kudjape,kud-ja-pe,writing,NOUN,writing,pagsulat
kudradu,kud-ra-du,squar,NOUN,squar,parisukat
kudraru,kud-ra-ru,square,NOUN,square,parisukat
pekakudradu,pe-ka-kud-ra-du,square shape,NOUN,square,parisukat
kulakatiq,ku-la-ka-tiq,a scissorslike tool used for opening,NOUN,tap,tapikin
kalakatiq,ka-la-ka-tiq,a scissorslike tool used for opening,NOUN,tap,tapikin
kulait,ku-la-it,cry out or shout or yell or scream,VERB,holler,holler
kulam,ku-lam,sorcery,NOUN,sorcery,sorcery
magkukulam,mag-ku-ku-lam,sorcerer,NOUN,sorcerer,sorcerer
pangapangkukulam,pan-ga-pang-ku-ku-lam,likeness of a sorcerer,NOUN,deceit,panlilinlang
kulaman,ku-la-man,bewitch someone,VERB,bewitch,bewitch
kilaman,ki-la-man,be bewitched,VERB,be,maging
kulang,ku-lang,lacking,PROJ,lacking,kulang
magkulang,mag-ku-lang,do wrong,VERB,do,gawin
kulangut,ku-lan-gut,nasal mucus or snot,NOUN,snivel,snivel
makulangut,ma-ku-lan-gut,have a head cold,ADJ/ADV,pose,magpose
kulap,ku-lap,remove lice,VERB,remove,alisin
kulapu,ku-la-pu,mold,NOUN,mold,magkaroon ng amag
mangulapu,man-gu-la-pu,get moldy,VERB,get,kumuha
kulas,ku-las,nickname of nicolas,NOUN,nickname,palayaw
kulasisiq,ku-la-si-siq,common law wife or female companion,NOUN,sister,kapatid na babae
kulati,ku-la-ti,curl or twist or entwine,VERB,wreathe,wreath
kulayu,ku-la-yu,owl,NOUN,owl,owl
kulkul,kul-kul,dig,VERB,dig,maghukay
kuldas,kul-das,get down or get off,VERB,dismount,dismount
kuldasan,kul-da-san,place to get off,NOUN,dismount,dismount
kule,ku-le,color,NOUN,color,kulay
makule,ma-ku-le,colorful or colored,ADJ/ADV,colorful,makulay
kulebra,ku-leb-ra,a disease with rare external symptoms,NOUN,mimesis,mimesis
mangulekta,man-gu-lek-ta,collect or take up a collection,VERB,pick,pumili
manguleksyun,man-gu-leks-yun,collect or take up a collection,VERB,pick,pumili
kuliglig,ku-lig-lig,catydid or cicada,NOUN,catydid,catydid
mangulti,man-gul-ti,soak calluses in a lime solution,VERB,bate,bate
kulubasa,ku-lu-ba-sa,squash a vegetable,NOUN,squash,kalabasa
kulul,ku-lul,the color of,ADJ/ADV,the,ang
kulung,ku-lung,jailed or trapped,Stative/Verb,jailed,nakakulong
kulungan,ku-lun-gan,jail,NOUN,jail,kulungan
kulupariq,ku-lu-pa-riq,head of penis,NOUN,head,ulo
kulur,ku-lur,apply color,VERB,apply,mag -apply
kolor,ko-lor,apply color,VERB,apply,mag -apply
kulut,ku-lut,curl,STAT/ADJ/ADV/VERB,curl,curl
makulut,ma-ku-lut,curly,ADJ/ADV,curly,kulot
kumbentu,kum-ben-tu,convent or parish house or residence of a priest,NOUN,rectory,rectory
kumbira,kum-bi-ra,invite,VERB,invite,anyayahan
kumpas,kum-pas,gesture or gesticulate,VERB,gesture,gesture
kumpil,kum-pil,catholic confirmation,NOUN,catholic,katoliko
kunaq,ku-naq,baby bed,NOUN,baby,baby
kunkurdyas,kun-kurd-yas,Concordias,NOUN,concordias,concordias
kundul,kun-dul,melon,NOUN,melon,melon
kuneu,ku-ne-u,rabbit,NOUN,rabbit,kuneho
manguneu,man-gu-ne-u,hunt rabbits,VERB,hunt,hunt
makuneu,ma-ku-ne-u,rabbit infested,ADJ/ADV,rabbit,kuneho
magkunwariq,mag-kun-wa-riq,pretend of dissimilate,VERB,pretend,magpanggap
makunyat,ma-kun-yat,tough or rubbery or resilient,ADJ/ADV,hard-wearing,mahirap suot
kupal,ku-pal,almasiga resin,NOUN,almasiga,almasiga
kupal,ku-pal,semen or vaginal lubricant,NOUN,ejaculate,ejaculate
kupas,ku-pas,fade kumupas mangupas,VERB,fade,kumupas
kupiq,ku-piq,name,NOUN,name,pangalan
kupyaq,kup-yaq,hat or cap,NOUN,hat,sumbrero
kakupyaq,ka-kup-yaq,one who wears same hat,NOUN,doff,doff
magkupyaq,mag-kup-yaq,wear a hat,VERB,wear,magsuot
makakupyaq,ma-ka-kup-yaq,wearing a hat,ADJ/ADV,wearing,nakasuot
kural,ku-ral,corral,NOUN,corral,corral
kuran,ku-ran,a large pot used for cooking rice,NOUN,wok,wok
kurap,ku-rap,blink eyes,VERB,blink,kumurap
kurbadu,kur-ba-du,curved or curving,ADJ/ADV,curved,hubog
kurismaq,ku-ris-maq,spring,NOUN,spring,tagsibol
magkurismaq,mag-ku-ris-maq,lent is near,VERB,lent,kuwaresma
kuritas,ku-ri-tas,bandaid,NOUN,bandaid,bandaid
kursilyu,kur-sil-yu,catholic retreat,NOUN,catholic,katoliko
magkursilyu,mag-kur-sil-yu,repent or change ways,VERB,revolution,rebolusyon
,nan,curtain,NOUN,curtain,kurtina
kurudu,ku-ru-du,crude oil or diesel fuel,NOUN,diesel oil,langis ng diesel
makurudu,ma-ku-ru-du,oily,ADJ/ADV,oily,madulas
dekurudu,de-ku-ru-du,oil burning,ADJ/ADV,oil,langis
kurus,ku-rus,cross or crucifix,NOUN,cross,krus
kuryente,kur-yen-te,current or electric current,NOUN,juice,juice
kuriyente,ku-ri-yen-te,current or electric current,NOUN,juice,juice
magkuriyente,mag-ku-ri-yen-te,electrocute,VERB,electrocute,electrocute
makakuriyente,ma-ka-ku-ri-yen-te,lively or full of energy,ADJ/ADV,zippy,zippy
makuriyente,ma-ku-ri-yen-te,lively or full of energy,ADJ/ADV,zippy,zippy
kuskusbalungus,kus-kus-ba-lun-gus,fuss or ado or bother or fancy frills,NOUN,hassle,hassle
kusina,ku-si-na,kitchen,NOUN,kitchen,kusina
kusinaq,ku-si-naq,kitchen,NOUN,kitchen,kusina
mangusina,man-gu-si-na,cook,VERB,cook,lutuin
magkusina,mag-ku-si-na,work in the kitchen,VERB,scullion,scullion
makuswelu,ma-kus-we-lu,be satisfied or be happy with something one has,ADJ/ADV,proud,proud
kutang,ku-tang,question,NOUN,question,tanong
kinutang,ki-nu-tang,thing asked,NOUN,thing,bagay
kutkut,kut-kut,bury,VERB/STAT,bury,ilibing
kakutkutkut,ka-kut-kut-kut,just buried,VERB/STAT,just,basy
kutkutan,kut-ku-tan,cemetery,NOUN,cemetery,sementeryo
kuting,ku-ting,kitten,NOUN,kitten,kuting
kutis,ku-tis,skin color or pigmentation,NOUN,albinism,albinism
akutisan,a-ku-ti-san,be recognized or be identified,VERB,accepted,tinanggap
kutcaraq,kut-ca-raq,spoon,NOUN,spoon,kutsara
mangutcaraq,man-gut-ca-raq,use a spoon,VERB,use,gumamit
pangutcaran,pan-gut-ca-ran,eat with spoon,VERB,eat,kumain
kutcaron,kut-ca-ron,soup ladle,NOUN,soup,sopas
kutcintaq,kut-cin-taq,steamed tapioca cake,NOUN,steamed,steamed
magkukutcintaq,mag-ku-kut-cin-taq,kutcintaq vendor,NOUN,kutcintaq,kutcintaq
kutu,ku-tu,louse,NOUN,louse,kuta
makutu,ma-ku-tu,lice infested,ADJ/ADV,lice,kuto
kucilyu,ku-cil-yu,tableknife,NOUN,tableknife,tableknife
kutsilyu,kut-sil-yu,tableknife,NOUN,tableknife,tableknife
kuwat,ku-wat,mushroom,NOUN,mushroom,kabute
makuyad,ma-ku-yad,short,ADJ/ADV,short,maikli
kwaq,k-waq,puppy,NOUN,puppy,puppy
kwaq,k-waq,get or take,VERB,get,kumuha
kuwaq,ku-waq,get or take,VERB,get,kumuha
pamangwaq,pa-mang-waq,act of getting,NOUN,disposal,pagtatapon
kwakuq,k-wa-kuq,pipe,NOUN,pipe,pipe
sikwakuq,sik-wa-kuq,pipe,NOUN,pipe,pipe
manyikwakuq,man-yik-wa-kuq,smoke a pipe,VERB,smoke,usok
kwaliq,k-wa-liq,frying pan,NOUN,frying,pagprito
kwalta,k-wal-ta,money or a single coin,NOUN,mint,mint
pikwaltan,pik-wal-tan,source of wealth,NOUN,source,pinagmulan
makwalta,mak-wal-ta,rich or wealthy,ADJ/ADV,rich,mayaman
kwayankawayan,k-wa-yan-ka-wa-yan,bamboo,NOUN,bamboo,bamboo
kwelyu,k-wel-yu,collar,NOUN,collar,kwelyo
pangwelyu,pang-wel-yu,collar someone,VERB,collar,kwelyo
kwentu,k-wen-tu,fable or story,NOUN,fable,pabula
kwerdas,k-wer-das,spring or winding key,NOUN,keying,keying
kwerdasan,k-wer-da-san,wind something up,VERB,wind,hangin
kwintas,k-win-tas,necklace,NOUN,necklace,kuwintas
magkwintas,magk-win-tas,wear a necklace,VERB,wear,magsuot
kwitis,k-wi-tis,skyrocket,NOUN,skyrocket,skyrocket
mangwitis,mang-wi-tis,fire skyrockets,VERB,fire,apoy
kyan,k-yan,now here,PRON,now,ngayon
kyapuq,k-ya-puq,water lily,NOUN,water,tubig
magkyuapus,magk-yu-a-pus,imitate,VERB,imitate,tulyahin
daba,da-ba,a large widemouth cooking pot made of clay black,NOUN,copper,tanso
dabid,da-bid,a male first name a family name,NOUN,praenomen,praenomen
david,da-vid,a male first name a family name,NOUN,praenomen,praenomen
dabung,da-bung,shoots or young leaves,NOUN,browse,mag -browse
malabung,ma-la-bung,leafy,ADJ/ADV,leafy,dead
dakal,da-kal,many or much,NOUN,many,marami
dakap,da-kap,catch or apprehend,VERB,catch,makibalita
dake,da-ke,phase or share or portion,NOUN,deal,deal
dakitan,da-ki-tan,fetch or home or escort home,VERB,see,kita n'yo
dagdagan,dag-da-gan,add or augment somthing,VERB,augmented,pinalaki
dagis,da-gis,rat,NOUN,rat,daga
dagisdagisan,da-gis-da-gi-san,lump caused by blow,NOUN,bump,paga
tigsang dagis,tig-sang -da-gis,lump caused by blow,NOUN,bump,paga
dagul,da-gul,grow big,VERB,grow,lumaki
karagulan,ka-ra-gu-lan,bigness,NOUN,bigness,bigness
pamagparagul,pa-mag-pa-ra-gul,raising,NOUN,raising,pagtaas
daig,da-ig,superior or more powerful,NOUN,prepotent,prepotent
deg,deg,superior or more powerful,NOUN,prepotent,prepotent
daig,da-ig,overcome,VERB,overcome,pagtagumpayan
dala,da-la,bring or carry,VERB,bring,dalhin
dalakit,da-la-kit,come over or come across,VERB,traverse,traverse
pekadalakitan,pe-ka-da-la-ki-tan,bamboos for crossing streams or chasms,NOUN,stepping stone,stepping stone
dalaga,da-la-ga,maiden or virgin or young woman,NOUN,maid,maid
kadalagan,ka-da-la-gan,gathering of maiden,NOUN,gathering,pagtitipon
magdalaga,mag-da-la-ga,become a maiden,VERB,become,maging
makidalaga,ma-ki-da-la-ga,have a maiden daughter,ADJ/ADV,psyche,psyche
dalagita,da-la-gi-ta,a young girl in preteen or early teen age,NOUN,lad,lad
magdalagita,mag-da-la-gi-ta,become a maiden,VERB,become,maging
dalamat,da-la-mat,a serious sickness,NOUN,a,a
dalan,da-lan,road or way or passage,NOUN,passageway,daanan
dalanan,da-la-nan,pass by for someone,VERB,passage,daanan
makidalan,ma-ki-da-lan,pass between others,VERB,pass,pumasa
madalanan,ma-da-la-nan,made into a passage,VERB,entry,pagpasok
madalas,ma-da-las,often,ADJ/ADV,often,madalas
maralas,ma-ra-las,often,ADJ/ADV,often,madalas
dalayap,da-la-yap,line,NOUN,line,linya
daldak,dal-dak,grind or pound or mill,VERB,pestle,pestle
dale,da-le,okay,INTJ,okay,okay
dalig,da-lig,wall or partition,NOUN,wall,pader
dalit,da-lit,chant or song,NOUN,chant,umawit
dadalit,da-da-lit,sing or chant,VERB,sing,kumanta
dalo,da-lo,visitor or unexpected visitor,NOUN,vail,vail
dalum,da-lum,lawsuit or complaint,NOUN,lawsuit,demanda
dalumdum,da-lum-dum,darkness,NOUN,darkness,kadiliman
madalumdum,ma-da-lum-dum,dark or dim,ADJ/ADV,dark,madilim
dalyawat,dal-ya-wat,pimple,NOUN,pimple,tagihawat
dam,dam,borrow or see,VERB,borrow,humiram
damara,da-ma-ra,shade or grove or arbor,NOUN,shady,shady
damas,da-mas,bridesmaid,NOUN,bridesmaid,bridesmaid
damdaman,dam-da-man,hear or listen,VERB,hear,pakinggan
maramdaman,ma-ram-da-man,sensitive,ADJ/ADV,sensitive,sensitibo
panamdam,pa-nam-dam,feelings,NOUN,feelings,damdamin
dame,da-me,involve oneself or sympathize,VERB,addict,addict
kadamayan,ka-da-ma-yan,one you sympathize with,NOUN,condole,condole
damiq,da-miq,a female nickname from Damasa,NOUN,sis,sis
damlaq,dam-laq,honor,NOUN,honor,karangalan
damonyo,da-mon-yo,devil,NOUN,devil,diyablo
demonyo,de-mon-yo,devil,NOUN,devil,diyablo
damulag,da-mu-lag,carabao or harzh person,NOUN,bear,bear
damusak,da-mu-sak,step on,VERB,step,hakbang
damut,da-mut,apology or excuse,NOUN,apology,apology
danum,da-num,water,NOUN,water,tubig
danuman,da-nu-man,ocea or body of water,NOUN,land,lupain
mamaranum,ma-ma-ra-num,water somethig,VERB,water,tubig
danup,da-nup,hunger,NOUN,hunger,gutom
makidanup,ma-ki-da-nup,stravation,NOUN,stravation,stravation
paranupan,pa-ra-nu-pan,make hungry,VERB,make,gumawa
dangal,dan-gal,honor or honesty,NOUN,honor,karangalan
dangalan,dan-ga-lan,honor someone,VERB,honor,karangalan
dangkal,dang-kal,thumb and index finger measurement,NOUN,fillip,punan
dangkalan,dang-ka-lan,measure something with thumb and index finger measurement,VERB,point,point
dapaq,da-paq,lie flat with face down,VERB,prostrate,nagpatirapa
madapaq,ma-da-paq,lying flat,ADJ/ADV,lying,nagsisinungaling
dapat,da-pat,should or ought,VERB,should,dapat
karapatan,ka-ra-pa-tan,rights or duties or obligations,NOUN,citizenship,pagkamamamayan
dapat,da-pat,business or affairs or concern,NOUN,gear,gear
karapta,ka-rap-ta,result of a deed,NOUN,achievement,nakamit
magdapat,mag-da-pat,take care of something,VERB,maintain,panatilihin
dapdap,dap-dap,balete tree,NOUN,balete,balete
dapot,da-pot,but or however,SCONJ,but,ngunit
dapu,da-pu,crocodile,NOUN,crocodile,crocodile
madapu,ma-da-pu,crocodile infested,ADJ/ADV,crocodile,crocodile
dinapuk,di-na-puk,put inside,VERB,put,ilagay
dapug,da-pug,bonfire,NOUN,bonfire,bonfire
dapug,da-pug,trash pile,NOUN,trash,basurahan
magdapug,mag-da-pug,sweep up trash,VERB,sweep,walisin
daput,da-put,but,CCONJ,but,ngunit
dapot,da-pot,but,CCONJ,but,ngunit
dadaraq,da-da-raq,thresh grain,VERB,thresh,thresh
dara,da-ra,aunt or stepmother,NOUN,aunt,tiya
midara,mi-da-ra,aunt and cousin,VERB/STAT,aunt,tiya
darak,da-rak,rice bran,NOUN,rice,bigas
daragis,da-ra-gis,constipated or have difficulty in childbearing,VERB/STAT,fall,taglagas
das,das,reach or arrive or go as far as,VERB,overreach,overreach
dase,da-se,woven mat,NOUN,woven,pinagtagpi
madase,ma-da-se,use a mat,VERB,use,gumamit
makadase,ma-ka-da-se,be on a mat,ADJ/ADV/STAT,doily,doily
dasyunan,das-yu-nan,ration or apportion or deliver,VERB,dole,dole
datang,da-tang,arrive or come,VERB,arrive,dumating
datuq,da-tuq,leader,NOUN,leader,pinuno
dayaq,da-yaq,blood,NOUN,blood,dugo
karayaq,ka-ra-yaq,one with same blood,NOUN,german,aleman
matua,ma-tu-a,a nephew older than his uncle,ADJ/ADV,esau,esau
dayat,da-yat,field or rice fields,NOUN,paddy,paddy
dayatmalat,da-yat-ma-lat,ocean or sea,NOUN,ocean,karagatan
daystolik,days-to-lik,diastolic or blood or pressure,NOUN,hypertension,hypertension
distolik,dis-to-lik,diastolic or blood or pressure,NOUN,hypertension,hypertension
dayuq,da-yuq,distance,NOUN,distance,malayo
dayu,da-yu,distance,NOUN,distance,malayo
marayu,ma-ra-yu,far or distant,ADJ/ADV,far,malayo
darayuq,da-ra-yuq,alienate or remove or put,VERB,disloign,disloign
dumayuq,du-ma-yuq,far way,VERB,far,malayo
dede,de-de,theyit,PRON,theyit,sila
magdebati,mag-de-ba-ti,debate or argue,VERB,debate,debate
pidibatyan,pi-di-bat-yan,topic of debate,NOUN,topic,paksa
pipagdibatyan,pi-pag-di-bat-yan,place or topic,NOUN,place,lugar
magdekwatru,mag-dek-wat-ru,stand with one foot raised and resting on the other knee,VERB,kick,sipa
manaregla,ma-na-reg-la,put something in order,VERB,rearrange,muling ayusin
makadegla,ma-ka-deg-la,set in order or in ordered arrangement,ADJ/ADV/STAT,permutation,permutasyon
deli,de-li,a female name,NOUN,a,a
delikadu,de-li-ka-du,dangerous or touchy or sensitive,ADJ/ADV,tender,malambot
makademanda,ma-ka-de-man-da,subject to court hearing,ADJ/ADV/STAT,diet,diet
den,den,those,PRON,those,yun
ren,ren,those,PRON,those,yun
deni,de-ni,these,PRON,these,ito
reni,re-ni,these,PRON,these,ito
depaskwa,de-pask-wa,poinsettia flower,NOUN,poinsettia,poinsettia
derit,de-rit,a kind of fish net,NOUN,trawl,trawl
desididu,de-si-di-du,decided or determined,ADJ/ADV/STAT,decided,nagpasya
deti,de-ti,those,PRON,those,yun
reti,re-ti,those,PRON,those,yun
diki,di-ki,dike or barrier to hold back flood waters,NOUN,levee,levee
dikut,di-kut,grass,NOUN,grass,grass
digman,dig-man,a water plant found especially in rainy reason,NOUN,puddle,puddle
digu,di-gu,male nickname from rodrigo,NOUN,bud,bud
dilaq,di-laq,tongue or fangs of snake,NOUN,defang,defang
dilanwaq,di-lan-waq,century,NOUN,century,siglo
dilangwaq,di-lang-waq,century,NOUN,century,siglo
dilatan,di-la-tan,lick something,VERB,lick,lick
mandilat,man-di-lat,stick tongue out,VERB,stick,dumikit
pandilatan,pan-di-la-tan,stick tongue out at someone,VERB,hold,hawakan
pamandilatan,pa-man-di-la-tan,the act of sticking ones tongue out,NOUN,projected,inaasahang
diliq,di-liq,self,PROJ/NOUN,self,sarili
ikandiliq,i-kan-di-liq,you alone,PROJ/NOUN,you,ikaw
malaguqdiliq,ma-la-guq-di-liq,the prettiest,PROJ/NOUN,the,ang
magdilidiliq,mag-di-li-di-liq,live alone,VERB,live,live
dilo,di-lo,yellow,ADJ/ADV,yellow,dilaw
madilodilo,ma-di-lo-di-lo,yellowish or near ripe,ADJ/ADV,hottentot,hottentot
mandiluq,man-di-luq,take a bath,VERB,take,kumuha
dimla,dim-la,cold or coolness,NOUN,cold,malamig
marimla,ma-rim-la,cold or cool or chilly,ADJ/ADV,coldish,malamig
magmarimla,mag-ma-rim-la,wear a sweater,VERB,wear,magsuot
dimpals,dim-pals,dimple,NOUN,dimple,dimple
dinan,di-nan,give something to,VERB,give,bigyan
dinalan,di-na-lan,one hundred,NOUN,one,isa
dinamo,di-na-mo,generator,NOUN,generator,generator
dinat,di-nat,dirt or human waste,NOUN,sewer,sewer
marinat,ma-ri-nat,dirty,ADJ/ADV,dirty,marumi
dinding,din-ding,wall,NOUN,wall,pader
marine,ma-ri-ne,shy or ashamed,ADJ/ADV,shy,nahihiya
kamarinayan,ka-ma-ri-na-yan,shame or shyness,NOUN,shame,nakakahiya
dipaningalti,di-pa-nin-gal-ti,may lightning strike you,,goal,layunin
direcu,di-re-cu,straight or direct,ADJ/ADV/STAT,straight,diretso
darecu,da-re-cu,straight or direct,ADJ/ADV/STAT,straight,diretso
direcuan,di-re-cu-an,say something directly or do something directly,VERB,counter,counter
magdirecu,mag-di-re-cu,go straight or straighten up,VERB,unbend,mag -unbend
